order_id,order_date,ship_date,city,channel,customer_tier,quantity,unit_price,discount_pct,commission_paid,revenue
103095,3 Dec 2024,2024-12-16,JEDDAH,phone,gold,33,44.71,,37.78,1259.49
101994,2025-03-03,2025-03-05,Riyadh,store,bronze,7,133.72,0.186,23.26,775.17
100318,2024-07-09,2024-07-15,Dammam,online,bronze,25,31.57,0.04,22.9,763.45
102254,2024-07-06,2024-07-08,Jeddah,online,bronze,33,9.04,0.18,7.48,249.37
101642,1 Jul 2024,2024-07-12,Riyadh,store,silver,16,47.11,,14.41,480.2
103780,2024/11/10,2024-11-21,Tabuk,phone,bronze,19,32.25,,14.79,493.14
102790,2025-02-16,2025-02-17,Jeddah,online,bronze,16,15.83,0.061,7.25,241.58
100951,2024-02-06,2024-02-16,Jeddah,store,silver,20,29.43,0.095,16.68,556.06
103806,12 Feb 2025,2025-02-26,Riyadh,store,bronze,9,13.59,0.15,3.15,105.15
100248,2024-04-06,2024-04-19,Jeddah,phone,silver,7,24.89,,5.02,167.31
100645,2025-04-21,2025-05-04,Dammam,online,bronze,5,31.84,0.236,3.67,122.41
101213,2024-10-15,2024-10-23,Jeddah,phone,silver,3,33.34,,2.69,89.61
102535,2024-10-02,2024-10-12,Tabuk,store,bronze,20,12.97,0.009,8.04,267.84
101212,2024/03/13,2024-03-26,Abha,phone,bronze,38,47.01,,52.34,1744.52
104303,2024-06-17,2024-06-19,Tabuk,store,bronze,2,17.15,0.071,0.93,31.14
102070,2024-09-28,2024-10-11, Jeddah,online,silver,7,13.21,0.142,2.37,79.07
104301,04/01/2025,2025-04-09,Jeddah,online,bronze,7,192.61,0.181,34.06,1135.25
102360,2024/01/31,2024-02-12,riyadh,online,silver,27,96.54,,43.14,1438.04
103643,3 Oct 2024,2024-10-16,abha,online,gold,22,35.64,0.343,14.97,498.98
101640,3 Apr 2025,2025-04-12,Dammam,phone,bronze,3,40.26,,3.13,104.47
104804,20 Feb 2024,2024-02-22,Jeddah,store,silver,11,154.79,,36.71,1223.61
104582,03/29/2025,2025-04-07,Abha,online,bronze,32,24.27,0.092,21.04,701.34
104175,06/22/2025,2025-06-29,abha,store,silver,27,19.77,0.19,12.81,426.85
104661,29 Oct 2024,2024-11-06,DAMMAM,phone,silver,35,32.22,,29.48,982.78
104100,2024/09/21,2024-09-22,Tabuk,phone,bronze,35,26.47,,18.92,630.52
102281,10 Dec 2024,2024-12-12,Jeddah,online,bronze,33,67.5,0.186,57.03,1900.86
103307,2024/05/08,2024-05-09,Riyadh,store,bronze,29,89.8,0.146,66.88,2229.32
101889,15 May 2024,2024-05-17,abha,online,bronze,18,29.16,0.063,14.52,484.08
102522,2025/04/07,2025-04-17,Jeddah,phone,silver,28,28.92,,20.93,697.78
103321,2024-02-26,2024-03-09,Riyadh,online,silver,8,81.82,0.109,17.42,580.65
103797,2024-03-30,2024-04-07,dammam ,online,bronze,4,21.88,0.102,2.32,77.4
103527,1 Sep 2024,2024-09-04,Riyadh,phone,gold,32,42.44,,28.81,960.37
103484,2024/09/08,2024-09-15,Jeddah,online,bronze,15,57.8,0.056,24.18,806.1
102364,24 Jun 2025,2025-07-03,TABUK ,phone,gold,39,39.55,,38.98,1299.47
104626,29 Mar 2024,2024-03-31,Dammam,store,gold,27,22.83,0.145,16.29,542.98
102649,2024/12/23,2024-12-27,Dammam,store,bronze,18,63.59,0.094,31.54,1051.21
104598,17 Nov 2024,2024-11-24,riyadh,phone,bronze,8,56.61,,13.24,441.3
100899,2025-03-15,2025-03-23,riyadh,online,silver,34,17.47,0.083,16.5,550.15
101603,2024/11/24,2024-12-04,DAMMAM,phone,gold,25,30.45,,18.12,604.05
100574,2025-04-25,2025-05-06,Dammam,online,silver,7,25.09,,3.45,114.84
103163,03/01/2025,2025-03-08,riyadh,online,bronze,40,50.75,0.086,55.52,1850.73
104275,17 Mar 2025,2025-03-18,Riyadh,store,silver,2,30.4,,1.7,56.52
101741,03/21/2025,2025-03-24,riyadh,online,gold,24,14.78,0.436,6.05,201.68
103354,2025/06/19,2025-06-27,Riyadh,online,bronze,10,98.61,,20.97,699.08
101371,05/02/2024,2024-05-09,riyadh,online,bronze,39,57.12,0.044,64.75,2158.35
104307,03/20/2025,2025-04-01,JEDDAH,phone,silver,33,17.29,,15.81,526.96
103768,2024-05-18,2024-05-31,Riyadh,online,bronze,21,23.96,,11.04,367.95
104094,04/27/2025,2025-05-11,Riyadh,online,gold,25,144.23,,70.2,2340.05
102036,2024-02-29,2024-03-01,abha,store,gold,19,64.93,0.229,28.27,942.21
100630,2025/05/26,2025-06-08,Abha,online,bronze,33,37.8,0.237,27.74,924.82
100598,2024-06-13,2024-06-26,Dammam,store,silver,32,143.41,0.252,104.84,3494.55
103164,26 Jan 2024,2024-02-09,Dammam,online,silver,17,110.58,0.14,49.43,1647.73
102915,2024-03-16,2024-03-19,Jeddah,online,bronze,7,181.27,0.032,37.03,1234.23
102712,23 Sep 2024,2024-09-28,Riyadh ,online,silver,17,105.98,,36.53,1217.69
101775,2025-04-06,2025-04-14,Dammam,online,silver,10,27.69,0.149,6.91,230.29
103089,2024/04/03,2024-04-13,Jeddah,online,gold,36,39.5,,31.58,1052.68
103952,2025/04/15,2025-04-17,Tabuk,store,bronze,10,16.1,0.121,4.19,139.78
102806,02/18/2025,2025-02-23,riyadh,online,bronze,24,35.4,0.05,23.46,781.9
103812,2024/01/10,2024-01-13,Riyadh,online,gold,24,23.55,0.2,13.3,443.47
101199,2024-07-19,2024-07-20,Riyadh,online,gold,15,37.1,0.239,12.5,416.68
102475,03/20/2025,2025-03-22,Jeddah,phone,bronze,12,114.06,,33.49,1116.2
104780,09/29/2024,2024-10-10,Dammam,store,gold,1,29.17,0.163,0.76,25.26
104416,24 Feb 2024,2024-02-28,Dammam,online,silver,39,131.43,0.071,144.53,4817.79
100386,2025-01-17,2025-01-18,Tabuk,phone,silver,25,23.59,,15.86,528.57
103177,10 Apr 2024,2024-04-15,Abha,online,silver,5,32.48,0.247,3.62,120.58
103674,11/13/2024,2024-11-18,JEDDAH,store,bronze,36,16.34,,11.42,380.75
101751,2025-04-10,2025-04-21,Dammam,online,silver,25,75.48,0.063,52.62,1754.15
101599,03/13/2024,2024-03-20,Abha,online,bronze,9,48.58,0.186,10.64,354.79
102903,28 Apr 2024,2024-05-07,Riyadh,store,bronze,5,26.4,0.175,3.26,108.64
103541,10/11/2024,2024-10-20,Tabuk,store,bronze,19,55.13,,22.48,749.21
104432,03/04/2025,2025-03-06,Tabuk,store,gold,25,35.35,0.238,19.98,666.0
101086,08/02/2024,2024-08-12,Dammam,phone,bronze,1,57.06,,1.62,54.01
103918,2025-02-06,2025-02-09,Jeddah,online,bronze,40,67.11,,71.5,2383.38
102819,2025-02-21,2025-02-22,Jeddah,online,silver,27,24.83,,12.64,421.19
104870,2024-12-03,2024-12-13,Dammam,online,silver,5,19.97,0.225,2.3,76.75
103026,2024-02-03,2024-02-06,Riyadh,online,bronze,3,145.22,0.161,11.05,368.37
101468,24 Jan 2025,2025-02-03,riyadh,store,silver,7,24.64,0.133,4.49,149.82
103059,05/03/2025,2025-05-15,Riyadh,online,silver,33,30.18,0.142,25.52,850.59
101345,2024/12/26,2024-12-29,Tabuk,phone,bronze,29,45.1,,30.73,1024.17
102740,2024-01-11,2024-01-25,JEDDAH,online,bronze,27,35.87,,20.0,666.81
104048,2024/09/18,2024-09-23,Riyadh ,online,silver,4,47.81,0.136,4.88,162.74
100983,2025/03/17,2025-03-23,Dammam,online,bronze,21,56.63,0.06,33.63,1121.12
103338,14 Jun 2025,2025-06-20,Tabuk,online,gold,19,106.89,0.149,52.37,1745.78
101581,2024/10/30,2024-11-05,Tabuk,store,bronze,35,26.66,,22.82,760.77
100802,25 Dec 2024,2025-01-05,Riyadh,online,gold,3,38.21,,2.6,86.63
104342,2024/10/22,2024-10-28,Riyadh,online,silver,6,48.08,,6.3,209.9
100162,11/04/2024,2024-11-14,Tabuk,online,silver,17,146.33,0.263,56.07,1868.98
104504,09/25/2024,2024-10-06, Jeddah,online,silver,14,13.27,0.077,5.17,172.19
101728,2024/02/12,2024-02-19,Abha,phone,silver,35,192.43,,185.52,6183.84
102727,2025-05-31,2025-06-01,abha,online,gold,29,28.29,,17.25,575.03
102189,27 Jan 2024,2024-02-02,Riyadh,online,silver,21,82.79,0.3,36.28,1209.45
104139,9 Jun 2025,2025-06-17,dammam ,online,bronze,39,27.18,0.073,29.06,968.58
102610,10/02/2024,2024-10-13,Jeddah,online,silver,20,27.55,0.231,12.63,421.1
101574,10/28/2024,2024-11-10,Abha,online,bronze,9,193.23,0.131,46.5,1549.99
103513,16 Dec 2024,2024-12-23,Tabuk,phone,bronze,20,52.24,,22.78,759.23
102237,20 Mar 2025,2025-03-25,Riyadh,online,silver,33,49.85,0.119,44.98,1499.41
100332,2024-12-24,2025-01-03,Riyadh,online,silver,3,116.94,0.45,5.72,190.52
104562,2024/02/10,2024-02-18,Riyadh ,store,silver,23,33.66,,17.08,569.27
100214,2024-01-25,2024-01-31,Abha,online,bronze,29,27.31,0.192,19.36,645.48
100506,2024/06/15,2024-06-24,abha,online,bronze,21,31.27,0.055,19.3,643.42
102651,2024/11/30,2024-12-01,Tabuk,store,silver,14,56.1,,14.07,469.15
100387,2024/06/08,2024-06-21,Dammam,online,bronze,11,47.48,0.183,12.79,426.18
102717,2024/04/18,2024-04-19,Jeddah,store,silver,11,104.73,0.17,27.92,930.7
102190,2025-02-15,2025-02-25,TABUK ,online,silver,14,17.05,,4.11,136.87
100871,2024/06/24,2024-07-04,Dammam,online,bronze,5,12.6,0.397,1.15,38.46
100472,03/26/2024,2024-03-27,JEDDAH,store,bronze,26,20.6,0.025,15.96,532.02
103949,14 Apr 2025,2025-04-27,Abha,phone,bronze,4,28.7,,3.44,114.78
103496,27 Mar 2024,2024-04-02,Abha,online,bronze,13,14.56,0.124,5.0,166.69
103532,05/06/2025,2025-05-08,Riyadh,online,silver,6,41.12,0.067,6.96,231.94
103226,12/10/2024,2024-12-19,Abha,store,silver,13,36.77,,10.35,344.87
101755,12/04/2024,2024-12-10,JEDDAH,online,bronze,9,18.65,0.035,4.93,164.19
103414,02/22/2025,2025-03-07,Riyadh,online,bronze,21,65.21,0.149,33.41,1113.69
104136,2025/05/21,2025-05-22,riyadh,store,bronze,3,51.32,0.168,3.85,128.26
104411,22 Dec 2024,2024-12-30,Jeddah,store,bronze,8,91.19,0.19,17.44,581.29
102412,03/21/2024,2024-03-25,Tabuk,store,bronze,26,177.46,0.197,112.28,3742.53
100729,03/22/2025,2025-04-04,Jeddah,phone,bronze,8,134.36,,17.82,593.86
102545,1 Jan 2024,2024-01-10,JEDDAH,store,silver,10,61.06,0.217,14.21,473.52
104168,2024/11/22,2024-11-26,Jeddah,online,bronze,15,42.21,0.052,18.31,610.5
101840,2024-03-19,2024-03-21,Dammam,online,bronze,1,22.74,0.45,0.37,12.38
102496,16 Jun 2025,2025-06-17,Jeddah,phone,gold,5,15.53,,1.54,51.29
101090,03/23/2025,2025-03-30,JEDDAH,online,gold,19,52.66,0.125,26.2,873.19
103867,19 Feb 2024,2024-03-04,Jeddah,store,silver,32,26.64,,17.55,584.93
102380,11 Feb 2024,2024-02-17,Dammam,store,bronze,27,17.04,0.081,12.22,407.28
103192,24 Feb 2024,2024-03-05,Riyadh,online,bronze,9,24.12,0.007,6.26,208.71
102381,2024-05-22,2024-05-29,abha,online,silver,23,41.49,0.211,21.78,725.9
103123,06/15/2024,2024-06-25,Riyadh,online,gold,33,39.1,0.249,30.23,1007.71
102425,2024/03/15,2024-03-23,Tabuk,store,gold,19,45.87,0.309,18.42,613.94
101497,01/02/2025,2025-01-10,Abha,online,gold,4,12.22,0.287,1.01,33.8
101049,7 Apr 2024,2024-04-14,abha,online,bronze,32,11.34,0.131,9.7,323.35
101238,2025/05/04,2025-05-15,Jeddah,store,gold,24,53.2,0.245,28.85,961.74
101424,2025-01-02,2025-01-16,Jeddah,phone,bronze,34,38.75,,39.05,1301.82
104863,2024/10/08,2024-10-15,Riyadh,phone,silver,33,41.4,,30.39,1012.87
100665,06/15/2024,2024-06-27,Jeddah,store,bronze,7,38.81,0.222,6.25,208.35
100741,2025-06-28,2025-07-08,Riyadh,online,bronze,10,46.71,0.032,13.55,451.55
103033,2024-04-02,2024-04-08,Riyadh,online,bronze,23,106.82,0.066,72.31,2410.25
102460,28 Nov 2024,2024-11-30, Jeddah,store,gold,31,20.86,0.201,16.13,537.67
103450,02/23/2024,2024-03-04,Abha,phone,bronze,22,45.44,,27.27,909.14
103386,19 Jan 2024,2024-02-02,DAMMAM,online,gold,11,27.38,0.174,7.4,246.66
103841,23 Jan 2024,2024-02-06,dammam ,store,silver,6,13.91,0.129,2.16,71.9
102990,2024/02/29,2024-03-14,Dammam,online,silver,36,42.59,0.099,40.99,1366.45
104040,13 May 2025,2025-05-16,abha,store,silver,2,102.11,0.102,5.49,182.92
103434,2024-07-17,2024-07-25,Riyadh,online,bronze,15,59.64,0.202,20.8,693.46
102016,2025-02-02,2025-02-14,Jeddah,online,silver,1,37.3,0.45,0.62,20.71
103536,11/16/2024,2024-11-24,abha,online,bronze,22,95.64,0.029,61.38,2045.93
104166,2024-04-27,2024-05-02,Riyadh,online,silver,35,73.9,0.202,61.97,2065.6
103017,15 Oct 2024,2024-10-29,Tabuk,online,silver,9,24.89,,4.33,144.36
100219,12/31/2024,2025-01-03,TABUK ,online,bronze,20,210.1,0.238,99.98,3332.75
102222,12/15/2024,2024-12-20,Jeddah,online,gold,14,120.22,0.152,42.2,1406.78
101791,05/30/2024,2024-06-02,Dammam,online,silver,38,41.54,0.101,42.49,1416.43
101220,2024/03/22,2024-03-23,Riyadh,store,gold,5,10.98,,1.16,38.63
100031,02/01/2025,2025-02-12,Dammam,online,bronze,36,97.88,0.079,100.0,3333.36
104286,2024-02-07,2024-02-21,Riyadh,online,bronze,24,17.67,0.173,10.52,350.79
100795,2024-07-27,2024-07-29,Riyadh,store,bronze,13,33.99,0.189,10.73,357.8
102694,2024-08-25,2024-09-04,Tabuk,store,silver,9,12.82,0.054,3.29,109.54
104370,02/02/2025,2025-02-13,JEDDAH,online,silver,8,31.46,0.159,6.24,208.15
100335,07/21/2024,2024-08-02,Riyadh,phone,bronze,32,23.95,,17.41,580.2
101609,2024-07-22,2024-07-25,Jeddah,store,bronze,37,63.07,0.045,67.08,2235.92
103398,2024-02-27,2024-03-12,riyadh,online,silver,31,41.19,0.2,31.0,1033.32
100247,03/20/2024,2024-03-27,Dammam,online,silver,7,25.88,0.195,4.26,142.08
101100,04/14/2024,2024-04-18,Riyadh,online,bronze,2,30.27,0.026,1.76,58.5
103781,15 May 2024,2024-05-20,Riyadh,online,gold,40,53.52,0.135,53.76,1792.11
102989,2024/03/12,2024-03-26,Riyadh,online,gold,21,25.45,0.247,11.98,399.31
104339,06/27/2025,2025-07-04,JEDDAH,phone,bronze,20,17.78,,8.57,285.59
102963,03/09/2024,2024-03-22,Riyadh,online,bronze,40,31.57,0.131,32.19,1073.04
101823,01/26/2024,2024-02-03, Jeddah,online,bronze,35,83.32,0.047,82.01,2733.68
101621,2024-10-28,2024-11-11,Riyadh ,store,bronze,37,11.38,0.144,10.7,356.8
102857,06/09/2024,2024-06-23,dammam ,store,gold,16,121.78,0.321,40.2,1339.87
100724,2024-06-04,2024-06-08,tabuk,store,gold,13,30.99,0.136,10.37,345.51
104162,04/02/2025,2025-04-09,Riyadh,online,bronze,15,28.58,0.078,11.99,399.59
102211,06/27/2024,2024-07-08,Tabuk,store,silver,24,23.18,0.243,12.86,428.71
104828,04/02/2025,2025-04-11, Jeddah,online,gold,10,91.94,0.219,21.89,729.72
102240,07/26/2024,2024-08-05,Jeddah,store,silver,22,97.08,,48.42,1613.87
104674,2025-05-24,2025-06-06,Riyadh,phone,silver,37,46.62,,46.8,1559.84
104461,2024-05-26,2024-05-31,Jeddah,online,bronze,33,10.7,0.059,10.08,336.05
103090,3 Mar 2024,2024-03-12,Tabuk,store,bronze,15,93.63,0.117,37.62,1254.02
103128,23 Aug 2024,2024-08-27,riyadh,online,silver,35,28.83,,17.32,577.23
101842,2024-12-07,2024-12-14,Jeddah,online,silver,36,39.49,0.096,39.04,1301.25
103892,2024/08/17,2024-08-30,DAMMAM,online,gold,8,27.34,,5.08,169.34
101065,2024/01/24,2024-01-31,Riyadh,online,silver,10,60.37,0.093,16.31,543.53
103283,2024/08/31,2024-09-10,Riyadh,online,gold,13,98.68,0.243,28.68,956.01
104356,10/09/2024,2024-10-23,Dammam,online,gold,10,68.11,0.149,17.26,575.33
102986,16 Jun 2024,2024-06-17,Riyadh,online,silver,35,39.86,0.068,37.86,1261.88
100979,02/24/2024,2024-03-07,Jeddah,store,bronze,8,52.01,,9.07,302.25
102474,06/07/2025,2025-06-14,Jeddah,online,silver,36,24.2,,20.11,670.18
101051,17 Jul 2024,2024-07-26,DAMMAM,online,bronze,34,37.01,0.127,33.25,1108.22
102348,2024-10-26,2024-10-31,Abha,online,bronze,35,50.99,0.215,43.15,1438.46
101469,2024-07-21,2024-07-30,Dammam,store,gold,26,29.4,0.173,18.87,628.99
100798,2025/06/19,2025-07-01,Riyadh,online,silver,2,164.18,0.107,8.69,289.7
100250,2024-12-11,2024-12-25, Jeddah,online,bronze,2,20.54,0.067,1.16,38.59
103117,2025/04/08,2025-04-17,Riyadh,store,bronze,11,65.37,0.196,18.22,607.29
103168,2024-01-02,2024-01-10,Riyadh ,online,silver,7,55.59,,8.56,285.35
104194,2 May 2024,2024-05-03,Abha,store,silver,1,21.8,0.136,0.55,18.44
101508,01/26/2025,2025-01-28,Jeddah,store,bronze,9,56.66,0.067,14.78,492.63
101071,2024/03/29,2024-04-07,Abha,store,gold,15,4.66,0.162,1.73,57.51
102118,07/02/2024,2024-07-15,Riyadh,online,silver,4,25.91,0.089,2.82,94.0
100422,05/11/2024,2024-05-19,Riyadh,store,gold,25,43.31,,24.31,810.39
101752,2024/03/22,2024-03-25,Riyadh,phone,gold,40,21.84,,17.45,581.8
102875,2024-03-09,2024-03-13,Riyadh,online,silver,32,38.41,0.125,31.69,1056.4
100038,05/01/2024,2024-05-09,Jeddah,online,silver,3,282.17,0.149,21.36,711.87
100594,09/23/2024,2024-09-29,Jeddah,store,silver,12,56.51,0.148,17.97,598.87
100202,2025-05-06,2025-05-08,Tabuk,online,bronze,26,37.02,0.044,27.07,902.23
100733,2024-01-04,2024-01-14,Riyadh,phone,gold,36,156.36,,151.27,5042.24
103217,4 Dec 2024,2024-12-14,Jeddah,store,silver,25,18.63,,9.25,308.37
103704,16 Apr 2024,2024-04-26,Dammam,online,silver,22,27.3,0.224,14.08,469.29
104364,15 May 2024,2024-05-24,Tabuk,online,bronze,31,107.88,,66.38,2212.73
103382,16 Mar 2025,2025-03-17,Abha,online,silver,28,227.01,0.382,118.56,3951.93
103758,23 May 2025,2025-06-06,Riyadh,online,bronze,36,99.55,0.144,91.57,3052.45
100953,06/14/2025,2025-06-20,Riyadh,online,silver,6,44.07,0.146,6.54,218.0
101018,2024-01-02,2024-01-03,abha,online,silver,28,151.97,0.13,110.96,3698.53
103838,29 Jan 2025,2025-02-07,Riyadh,store,silver,11,16.34,0.092,4.91,163.55
103782,19 Mar 2025,2025-03-31,Abha,phone,bronze,40,40.64,,32.33,1077.68
102593,16 Jul 2024,2024-07-20,Dammam,online,silver,20,10.52,0.27,4.55,151.68
102451,2024/05/25,2024-05-31,Dammam,store,bronze,15,42.5,0.053,17.84,594.6
100485,01/17/2024,2024-01-23,Riyadh ,online,bronze,34,57.79,0.316,40.47,1349.02
102793,2024/07/26,2024-08-04,DAMMAM,store,bronze,28,87.11,0.221,58.12,1937.21
100591,2025/04/25,2025-05-04,Tabuk,online,silver,33,37.76,,24.47,815.77
103456,2024/12/09,2024-12-19,Abha,online,bronze,20,11.01,0.246,5.04,168.15
100631,03/22/2025,2025-03-24,Tabuk,store,bronze,17,35.68,0.056,17.1,569.9
100032,03/11/2024,2024-03-25,Tabuk,online,bronze,35,58.19,,44.13,1471.16
103680,01/25/2024,2024-02-01,Riyadh ,online,bronze,3,20.53,0.141,1.49,49.83
103165,2025-04-26,2025-04-27,DAMMAM,phone,bronze,17,43.01,,20.33,677.74
102109,2025-05-19,2025-05-28,Jeddah,online,silver,32,30.39,0.195,24.17,805.54
104153,2025/02/22,2025-02-24,Jeddah,phone,silver,15,15.39,,4.79,159.57
103974,2024/01/22,2024-02-04,Riyadh,store,gold,15,9.34,0.167,3.4,113.3
103973,2025/06/15,2025-06-29,Jeddah,online,bronze,21,73.49,0.127,39.91,1330.3
100391,2025-06-10,2025-06-16,DAMMAM,online,gold,26,38.7,,19.74,658.04
104753,10 Oct 2024,2024-10-20,Jeddah,store,bronze,4,23.04,0.046,2.62,87.37
101138,2024-04-04,2024-04-14,JEDDAH,store,gold,17,162.24,0.117,72.87,2428.94
104639,01/03/2025,2025-01-14,Riyadh,online,silver,36,30.22,0.244,25.03,834.18
100543,13 Jun 2025,2025-06-20,abha,store,silver,16,92.36,0.105,38.13,1270.92
103319,2024-03-24,2024-03-28,Riyadh,store,silver,24,10.12,0.214,5.54,184.72
103093,2024/11/10,2024-11-21,Abha,online,silver,31,47.12,0.161,36.13,1204.3
104592,2025-01-26,2025-01-29,Jeddah,store,silver,35,109.91,0.203,91.84,3061.26
102209,2024-10-12,2024-10-13,Riyadh,online,bronze,28,28.17,0.007,23.88,795.93
101870,02/06/2024,2024-02-18,Abha,store,bronze,7,59.49,0.027,11.99,399.75
100710,16 Mar 2025,2025-03-18,Jeddah,online,bronze,5,40.7,0.161,5.26,175.48
102432,14 May 2025,2025-05-25,Dammam,online,bronze,27,105.58,,58.75,1958.45
100298,2024-03-10,2024-03-19,Abha,online,bronze,30,53.37,0.119,41.11,1370.22
103126,2024/12/31,2025-01-09,riyadh,store,bronze,12,17.25,0.175,5.05,168.25
100154,2024/05/25,2024-06-04,Jeddah,online,silver,19,24.31,0.104,11.99,399.63
103393,25 Jun 2024,2024-06-27,tabuk,online,bronze,10,41.7,0.176,10.06,335.4
100956,27 May 2025,2025-06-07,Tabuk,online,bronze,34,60.21,0.239,47.33,1577.53
103517,09/06/2024,2024-09-19,Dammam,online,silver,13,24.54,0.191,7.69,256.26
103034,2024/07/01,2024-07-06,Riyadh ,online,bronze,25,83.45,,43.64,1454.73
101754,12/04/2024,2024-12-07,Abha,online,gold,1,49.62,,0.96,32.13
103493,15 Mar 2025,2025-03-18,Abha,online,bronze,36,28.65,0.213,23.31,777.09
101125,2024/02/28,2024-03-07,Jeddah,phone,bronze,7,66.27,,11.93,397.57
101496,2024/05/28,2024-06-03,Dammam,online,silver,32,93.07,0.313,60.48,2016.15
101567,2024-09-11,2024-09-22,Riyadh,store,gold,38,42.43,,27.24,908.05
101392,07/26/2024,2024-07-31,Abha,online,silver,17,60.34,0.098,27.13,904.4
102747,2025/05/31,2025-06-14,Riyadh ,store,silver,40,34.64,0.164,34.5,1150.14
100617,2025/06/15,2025-06-18,DAMMAM,store,silver,10,16.55,0.103,4.6,153.31
101305,01/23/2024,2024-01-24,Abha,online,bronze,4,72.44,0.237,6.36,211.93
102012,2 Jun 2025,2025-06-08,Riyadh,online,silver,32,47.99,0.158,38.5,1283.32
103847,01/21/2024,2024-02-02,DAMMAM,online,gold,2,15.14,0.414,0.53,17.71
101619,12 Mar 2024,2024-03-26,Tabuk,store,silver,16,22.23,,7.12,237.39
100161,06/24/2024,2024-06-26,Riyadh,online,bronze,33,41.33,0.199,31.71,1057.13
100389,2025-01-15,2025-01-27,Riyadh ,online,silver,12,81.94,0.3,20.63,687.7
102735,23 May 2024,2024-06-04,Riyadh,store,bronze,19,27.45,0.141,12.75,424.86
100669,2024-07-27,2024-08-08,Riyadh,online,silver,26,24.16,0.223,15.01,500.25
103617,9 Feb 2025,2025-02-23,Jeddah,online,bronze,33,20.9,,15.05,501.63
100638,2024/01/01,2024-01-08,Dammam,online,silver,21,16.95,0.176,8.81,293.71
103714,2024/06/02,2024-06-04,Dammam,online,bronze,40,142.61,0.075,162.43,5414.18
104200,28 Sep 2024,2024-09-30,Riyadh,online,silver,14,87.04,0.149,30.81,1026.92
103622,2024/11/06,2024-11-15,riyadh,online,silver,30,47.86,0.092,39.75,1325.03
100827,26 Mar 2025,2025-04-07, Jeddah,store,gold,6,15.84,0.173,2.43,80.97
102955,2025/02/20,2025-02-24,Jeddah,online,gold,18,69.37,0.246,26.85,894.98
103256,07/10/2024,2024-07-17,Abha,online,gold,15,40.63,,12.91,430.28
100088,06/14/2024,2024-06-16,Jeddah,online,bronze,19,36.4,0.095,18.82,627.4
101419,4 Jan 2025,2025-01-13,Tabuk,phone,silver,9,210.81,,50.97,1699.14
102657,31 May 2024,2024-06-07,Jeddah,phone,bronze,3,64.43,,4.22,140.51
100116,2024-11-16,2024-11-17,Abha,online,silver,26,20.82,0.127,14.35,478.48
100707,2024/05/29,2024-06-06,Abha,online,bronze,16,76.33,,24.08,802.82
101506,2025/04/28,2025-04-30, Jeddah,online,bronze,1,48.17,0.274,1.03,34.29
102035,02/13/2024,2024-02-15,riyadh,store,silver,28,52.0,0.079,39.59,1319.54
103197,13 Sep 2024,2024-09-22,Jeddah,online,bronze,38,26.67,0.21,24.04,801.5
102403,2024-11-14,2024-11-25,Dammam,online,bronze,35,37.22,0.061,37.22,1240.72
101384,2025/06/01,2025-06-06,TABUK ,online,silver,28,64.1,0.229,42.94,1431.48
104455,23 Jun 2025,2025-07-03,Jeddah,online,bronze,40,32.94,0.245,29.19,973.08
101247,2024/09/15,2024-09-23,Dammam,store,gold,8,86.49,,13.38,445.93
103972,16 Jan 2024,2024-01-29,Riyadh,online,silver,5,27.37,,3.59,119.72
102419,03/13/2024,2024-03-15,Riyadh ,online,bronze,6,31.71,0.13,5.02,167.3
102026,2024-01-09,2024-01-23,JEDDAH,online,bronze,16,56.27,0.222,20.69,689.58
104523,05/07/2025,2025-05-21,Dammam,store,bronze,2,124.83,0.034,7.26,241.85
102876,2024-09-10,2024-09-15,Riyadh ,store,bronze,19,30.15,0.114,15.01,500.24
103506,6 Jan 2025,2025-01-09,Jeddah,online,bronze,34,39.05,,27.94,931.24
104427,05/31/2024,2024-06-13,riyadh,online,silver,17,67.22,0.199,27.71,923.73
102897,8 Jun 2024,2024-06-18,Tabuk,online,silver,24,29.22,0.14,18.11,603.58
104700,2025-04-29,2025-05-07,Dammam,online,silver,20,8.3,,4.27,142.46
100488,08/26/2024,2024-09-06,riyadh,online,bronze,35,8.3,,6.11,203.77
102521,2024/11/21,2024-12-04,Riyadh,online,silver,6,42.22,0.058,7.23,240.89
102510,5 Apr 2025,2025-04-15,Dammam,online,bronze,31,72.58,0.017,65.88,2196.14
104354,12/20/2024,2024-12-25,Riyadh ,online,silver,10,120.15,0.099,32.74,1091.17
100198,2025-06-07,2025-06-10,Abha,online,bronze,10,157.48,0.054,44.36,1478.79
100254,10 Apr 2024,2024-04-22,Riyadh,online,silver,36,33.44,0.141,30.35,1011.58
103956,2024-02-05,2024-02-10,Jeddah,online,bronze,14,48.76,0.078,19.87,662.31
102349,06/07/2025,2025-06-19,Riyadh,online,silver,13,84.8,0.173,27.75,925.08
100969,04/25/2025,2025-05-09,Jeddah,store,bronze,32,13.65,0.206,10.49,349.75
101079,2025-04-30,2025-05-13,Dammam,online,bronze,26,101.93,0.139,66.11,2203.54
101439,2024-07-09,2024-07-18,Tabuk,online,bronze,2,8.58,0.059,0.5,16.55
100867,30 Nov 2024,2024-12-12,Abha,online,gold,4,29.05,0.14,3.02,100.77
101476,02/12/2024,2024-02-16,Jeddah,store,bronze,18,93.65,0.331,34.26,1141.86
